"","SAMPLE_ID","FQCbasicStats","perBaseQual","perTileQual","perSeqQual","perBaseContent","GCcontent","Ncontent","SeqLengthDist","SeqDuplication","OverrepSeqs","AdapterContent","KmerContent","SeqLength_R1","percentGC_R1","phred18-19_R1","phred44-45_R1","phred70-71_R1","phred92_R1","phredGT30_R1","phredGT35_R1","Adapter44-45_R1","Adapter62-63_R1","Adapter80_R1","SeqLength_R2","percentGC_R2","phred18-19_R2","phred44-45_R2","phred70-71_R2","phred92_R2","phredGT30_R2","phredGT35_R2","Adapter44-45_R2","Adapter62-63_R2","Adapter80_R2","bamFile","trimmed","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Ambiguity","gene_Unassigned_MultiMapping","gene_Unassigned_NoFeatures","gene_Unassigned_Unmapped","gene_Unassigned_MappingQuality","gene_Unassigned_FragmentLength","gene_Unassigned_Chimera","gene_Unassigned_Secondary","gene_Unassigned_Nonjunction","gene_Unassigned_Duplicate","rRNA_rate"
"SRR4047353","SRR4047353","PASS","PASS","NA","PASS","FAIL","WARN","PASS","PASS","FAIL","PASS","WARN","FAIL","100","44","41.0","40.0","37.0","35.0",0.94092982253224,0.825116592284658,0,0,4.66041977165192e-06,"100","44","40.0","40.0","37.0","34.0",0.895263012327752,0.752720820638777,4.66041977165192e-06,8.38875558897346e-06,1.02529234976342e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047353_accepted_hits.sorted.bam",FALSE,214572946,186167643,28405303,0.8676,0.824,186497516,3999080,0.0209929210493609,0.486693423513994,47876437,2986728,4110141,43397526,0,0,0,0,0,0,0,9.20285692939097e-05
"SRR4047354","SRR4047354","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","47","40.0","40.0","35.5","35.0",0.915082720540672,0.812478730605577,0.000289547150720504,0.000375795238169165,0.000640700078190052,"92","47","40.0","39.0","35.5","34.0",0.887377124197985,0.758348075595709,0.00032651061676993,0.000437401014918208,0.000616057767490434,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047354_accepted_hits.sorted.bam",FALSE,32464488,27300840,5163648,0.8409,0.8018,26505937,1667400,0.0591836174749196,0.636195997060624,9328526,579146,858138,3897165,0,0,0,0,0,0,0,1.67228992018675e-05
"SRR4047355","SRR4047355","PASS","PASS","WARN/PASS","PASS","FAIL","PASS/WARN","PASS","PASS","FAIL","WARN","PASS","FAIL","92","47","40.0","40.0","35.0","35.0",0.910528131351811,0.808424237944283,0.000106031816815798,0.000217112767765681,0.000282751511508794,"92","47","40.0","39.5","35.5","35.0",0.891898846050688,0.769850519374134,0.000201965365363425,0.000348390255251907,0.000439274669665448,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047355_accepted_hits.sorted.bam",FALSE,39610752,31485534,8125218,0.7949,0.7579,30223870,1981139,0.0615164864571222,0.592820038355422,9927675,632616,763072,5423161,0,0,0,0,0,0,0,4.97598883928009e-05
"SRR4047356","SRR4047356","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS/WARN","PASS","FAIL","92","48","40.0","40.0","35.0","35.0",0.918960682558413,0.812378516792759,7.61177945706319e-05,0.000101490392760843,0.000101490392760843,"92","48","40.0","39.0","35.0","34.0",0.866893383517795,0.713712601662451,3.80588972853159e-05,4.44020468328686e-05,4.44020468328686e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047356_accepted_hits.sorted.bam",FALSE,31530078,26557172,4972906,0.8423,0.8025,25189589,2208716,0.0806150599462266,0.723261251550431,10311770,653230,833328,2458996,0,0,0,0,0,0,0,9.98858585868381e-06
"SRR4047357","SRR4047357","PASS","PASS","WARN/PASS","PASS","FAIL","WARN","PASS","PASS","FAIL","WARN","PASS","FAIL","92","48","40.0","40.0","35.0","35.0",0.909432533659501,0.802037712319098,0,0,0,"92","48","40.0","39.0","35.0","34.0",0.888364023759571,0.759984379822093,0,0,0,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047357_accepted_hits.sorted.bam",FALSE,36731976,29022170,7709806,0.7901,0.7522,27941549,2028103,0.0676718902174773,0.725609284325249,11319671,772367,926215,2581976,0,0,0,0,0,0,0,1.76683580291335e-07
"SRR4047358","SRR4047358","PASS","PASS","WARN/PASS","PASS","FAIL","PASS/WARN","PASS","PASS","FAIL","WARN","PASS","FAIL","92","48","40.0","40.0","35.0","35.0",0.913703201087033,0.811087724678571,1.23263092065758e-05,1.23263092065758e-05,3.08157730164395e-05,"92","48","40.0","39.0","35.0","34.0",0.885446123335694,0.755115803517892,0,6.16315460328791e-06,6.16315460328791e-06,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047358_accepted_hits.sorted.bam",FALSE,32450914,26266490,6184424,0.8094,0.7699,25633874,1487959,0.0548620367952269,0.630559317268656,8908368,570380,819616,3829360,0,0,0,0,0,0,0,1.75116250249204e-05
"SRR4047359","SRR4047359","PASS","PASS","WARN/PASS","PASS","FAIL","FAIL","PASS","PASS","FAIL","WARN","PASS","FAIL","92","45","41.0","40.0","35.0","35.0",0.895637374635906,0.800453037115418,0,0,0,"92","45","40.0","39.0","35.0","35.0",0.878344526676187,0.758644939819061,0,0,1.18732863879421e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047359_accepted_hits.sorted.bam",FALSE,16844536,11980907,4863629,0.7113,0.6708,11248028,981033,0.0802214495454721,0.507747921036704,3245773,175255,247259,2724202,0,0,0,0,0,0,0,6.7780464006571e-06
"SRR4047360","SRR4047360","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","92","45","41.0","40.0","36.0","35.0",0.91913641033465,0.826141668521004,0,0,0,"92","45","40.0","40.0","36.5","35.0",0.900187189025244,0.788951786240696,7.72104542337349e-06,7.72104542337349e-06,7.72104542337349e-06,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047360_accepted_hits.sorted.bam",FALSE,25903228,22490232,3412996,0.8682,0.8294,22308743,762278,0.0330404969940429,0.485856609010362,5808940,352521,547806,5246812,0,0,0,0,0,0,0,0.000143055359497602
"SRR4047361","SRR4047361","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN/PASS","PASS","FAIL","92","45","40.5","40.0","36.0","35.0",0.920142173602692,0.82481415999001,0,6.50751582286204e-06,1.95225474685861e-05,"92","45","40.0","39.0","36.0","34.0",0.877649722158358,0.742441048576849,1.95225474685861e-05,3.90450949371722e-05,4.55526107600342e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047361_accepted_hits.sorted.bam",FALSE,30733694,25990807,4742887,0.8457,0.8048,25602906,1092033,0.0409078664686216,0.578891786850735,8033389,489690,671961,4682146,0,0,0,0,0,0,0,1.058083954356e-05
"SRR4047362","SRR4047362","PASS","PASS","WARN/PASS","PASS","FAIL","FAIL","PASS","PASS","FAIL","WARN","WARN","FAIL","92","46","40.0","40.0","35.0","35.0",0.882263601085613,0.779490265588329,0,0,1.77179368242157e-05,"92","46","40.0","39.0","35.0","35.0",0.870463012212265,0.748226788882632,0,0,1.77179368242157e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047362_accepted_hits.sorted.bam",FALSE,22575992,13745296,8830696,0.6088,0.566,13207504,981148,0.0691501912937184,0.522881616175833,3923049,278280,430796,2870623,0,0,0,0,0,0,0,2.09021095581523e-05
"SRR4047363","SRR4047363","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","47","40.0","40.0","35.5","35.0",0.915313682091424,0.815726253759105,0,0,0,"92","47","40.0","39.0","35.5","35.0",0.89149663800712,0.765396138594103,0,0,0,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047363_accepted_hits.sorted.bam",FALSE,25246038,20578993,4667045,0.8151,0.7761,19831042,1371483,0.0646848901251148,0.72897969317475,8021538,556253,603082,1822915,0,0,0,0,0,0,0,4.11392428733742e-06
"SRR4047364","SRR4047364","PASS","PASS","WARN/PASS","PASS","FAIL","PASS/WARN","PASS","PASS","FAIL","WARN","WARN","FAIL","92","46","41.0","40.0","35.5","35.0",0.920574711802297,0.825533427393952,0,0,9.26583886279989e-06,"92","47","40.0","40.0","35.5","35.0",0.904644603654206,0.787626509972683,0,0,9.26583886279989e-06,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047364_accepted_hits.sorted.bam",FALSE,21584662,16851454,4733208,0.7807,0.7427,16652963,734227,0.0422280425991779,0.627274059357918,5659318,427323,510816,2424625,0,0,0,0,0,0,0,1.62563757682463e-05
"SRR4047365","SRR4047365","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","WARN","FAIL","92","50","40.0","40.0","35.0","35.0",0.911494173978887,0.802427142061924,0,0,0,"92","50","40.0","39.0","35.0","34.0",0.878013259097647,0.725939791775216,0,0,0,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047365_accepted_hits.sorted.bam",FALSE,33130158,24214243,8915915,0.7309,0.6923,23891107,1080755,0.0432789112802241,0.741385416301854,9631957,826665,780421,1752792,0,0,0,0,0,0,0,3.11463184480579e-07
"SRR4047366","SRR4047366","PASS","PASS","PASS","PASS","WARN/FAIL","PASS/WARN","PASS","PASS","FAIL","WARN","PASS","FAIL","92","49","40.0","40.0","35.0","35.0",0.90166639337542,0.78291533437184,0.000204968434861031,0.000334781776939685,0.00038944002623596,"92","49","40.0","39.0","35.0","34.0",0.880914432510727,0.732871402803968,0.000245962121833238,0.000348446339263753,0.0004372659943702,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047366_accepted_hits.sorted.bam",FALSE,29272800,20952904,8319896,0.7158,0.6794,20268003,1346625,0.062301558000443,0.713224627411145,8026697,638984,657204,1931209,0,0,0,0,0,0,0,2.74085342949908e-06
"SRR4047367","SRR4047367","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","46","40.0","40.0","35.0","34.0",0.888763134291329,0.765777711879167,9.41707682352393e-06,9.41707682352393e-06,9.41707682352393e-06,"92","46","40.0","39.0","36.0","34.0",0.878313945847947,0.741319020757733,4.70853841176197e-06,9.41707682352393e-06,9.41707682352393e-06,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047367_accepted_hits.sorted.bam",FALSE,42476026,34850515,7625511,0.8205,0.7769,35069545,684544,0.0191458940542437,0.542625850808878,10111467,738762,909427,6874670,0,0,0,0,0,0,0,2.01751140561503e-05
"SRR4047368","SRR4047368","PASS","PASS","NA","PASS","FAIL","WARN/FAIL","PASS","PASS","FAIL","WARN","PASS","FAIL","92","45","40.0","40.0","36.0","35.0",0.906661595935407,0.802449738257424,0,0,6.71797994105241e-06,"92","45","40.0","38.0","35.0","34.0",0.836126367083726,0.666866257850715,1.34359598821048e-05,1.34359598821048e-05,2.01539398231572e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047368_accepted_hits.sorted.bam",FALSE,29770854,23262429,6508425,0.7814,0.7401,22756221,1054808,0.0442991354972521,0.476470202416576,5927802,334273,556731,5622270,0,0,0,0,0,0,0,0.000206822022732878
"SRR4047369","SRR4047369","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","47","40.0","40.0","35.5","35.0",0.912746689985304,0.801008531797187,0.000374221228866554,0.000477550971165528,0.000631149236745084,"92","47","40.0","39.0","35.0","34.0",0.869628919995299,0.716709893873094,0.00026251339935415,0.000388184707555605,0.00051385601575706,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047369_accepted_hits.sorted.bam",FALSE,35807696,29548379,6259317,0.8252,0.7856,29061800,1201432,0.0396993949621772,0.514672929881306,8082189,493113,698242,6430000,0,0,0,0,0,0,0,2.47457712260874e-07
"SRR4047370","SRR4047370","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","92","45","40.0","40.0","36.0","35.0",0.905384156460576,0.793755147334135,0,0,0,"92","45","40.0","39.0","36.0","34.0",0.863391500290309,0.721246796714817,0,7.99197924962508e-06,7.99197924962508e-06,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047370_accepted_hits.sorted.bam",FALSE,25025090,21863610,3161480,0.8737,0.8288,21480465,972432,0.0433098677645027,0.540172875381061,6328828,331507,560893,4495073,0,0,0,0,0,0,0,0.000105706775409286
"SRR4047371","SRR4047371","PASS","PASS","PASS","PASS","FAIL","WARN","PASS","PASS","FAIL","PASS","PASS","FAIL","92","44","40.0","40.0","36.5","35.0",0.913711742821571,0.810425877635849,0,0,0,"92","44","40.0","38.0","36.0","34.0",0.847860318409521,0.68946199770604,6.12703049790701e-06,6.12703049790701e-06,1.2254060995814e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047371_accepted_hits.sorted.bam",FALSE,32642240,27956899,4685341,0.8565,0.813,28012723,584519,0.0204396983457356,0.465181091959894,6931095,391537,626773,6950373,0,0,0,0,0,0,0,0
"SRR4047372","SRR4047372","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","45","40.0","40.0","36.0","35.0",0.900152984677682,0.786164004167927,1.26193745509869e-05,1.26193745509869e-05,1.26193745509869e-05,"92","45","40.0","39.0","36.0","34.0",0.87406021940297,0.74143109764708,6.30968727549344e-06,1.26193745509869e-05,1.26193745509869e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047372_accepted_hits.sorted.bam",FALSE,31697292,27442528,4254764,0.8658,0.8223,27024533,1123749,0.039922472000245,0.554632120318934,8139446,457730,706545,5371675,0,0,0,0,0,0,0,1.22858484471793e-07
"SRR4047373","SRR4047373","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","46","40.0","40.0","35.5","34.0",0.89343515979946,0.775246442052791,5.17596763032659e-06,5.17596763032659e-06,5.17596763032659e-06,"92","46","40.0","39.0","35.5","34.0",0.869312717937352,0.730315885681301,0,0,5.17596763032659e-06,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047373_accepted_hits.sorted.bam",FALSE,38640118,32424087,6216031,0.8391,0.7961,31955327,1201624,0.0362404854414991,0.622040624073814,10771034,683477,747918,5113215,0,0,0,0,0,0,0,6.91669899101609e-05
"SRR4047374","SRR4047374","PASS","PASS","PASS","PASS","FAIL","PASS/FAIL","PASS","PASS","FAIL","WARN","PASS","FAIL","92","46","40.0","40.0","35.0","35.0",0.903244811711542,0.791425916056653,5.40599227213405e-05,8.10898840820107e-05,0.000135149806803351,"92","46","40.0","39.0","35.0","34.0",0.872693837484159,0.730462270904184,4.95549291612288e-05,9.91098583224575e-05,0.000126139819683128,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047374_accepted_hits.sorted.bam",FALSE,22197590,17939438,4258152,0.8082,0.7707,17450722,962944,0.0522950725835909,0.668418020783822,6395822,405218,472420,2295136,0,0,0,0,0,0,0,4.84691412612796e-05
"SRR4047375","SRR4047375","PASS","PASS","PASS/WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","45","40.0","40.0","35.5","35.0",0.902802035789065,0.786568476516585,0,0,0,"92","46","40.0","38.0","35.0","34.0",0.840704342150811,0.675404283080214,1.35856939382264e-05,2.37749643918962e-05,2.71713878764528e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047375_accepted_hits.sorted.bam",FALSE,29442736,24661198,4781538,0.8376,0.7943,24035245,1368526,0.0538709784464677,0.689012972459366,9135366,560223,700955,2862083,0,0,0,0,0,0,0,3.39340536547742e-06
"SRR4047376","SRR4047376","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","44","40.0","40.0","36.0","35.0",0.900245245618687,0.789794403895404,5.32193955745518e-06,5.32193955745518e-06,5.32193955745518e-06,"92","44","40.0","39.0","36.0","34.0",0.876027067810344,0.746427940778734,5.32193955745518e-06,5.32193955745518e-06,5.32193955745518e-06,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047376_accepted_hits.sorted.bam",FALSE,37580284,32254226,5326058,0.8583,0.814,31650281,1454637,0.0439402085212838,0.546014627321874,9436696,544092,833576,6468499,0,0,0,0,0,0,0,2.85057397207667e-05
"SRR4047377","SRR4047377","PASS","PASS","PASS","PASS","FAIL","FAIL","PASS","PASS","FAIL","WARN","PASS","FAIL","92","45","40.0","40.0","35.5","35.0",0.903395154732295,0.793441511628035,9.15348229588375e-06,9.15348229588375e-06,9.15348229588375e-06,"92","45","40.0","39.0","35.5","34.0",0.874389783102745,0.737360505506552,0,0,9.15348229588375e-06,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047377_accepted_hits.sorted.bam",FALSE,21849608,17530536,4319072,0.8023,0.7643,17213164,735759,0.0409918188406068,0.557854935888112,5211931,306037,419173,3405666,0,0,0,0,0,0,0,0.000103608432268194
"SRR4047378","SRR4047378","PASS","PASS","PASS/WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS/WARN","PASS","FAIL","92","46","41.0","40.0","36.0","35.0",0.931695034088514,0.838986700707174,1.38261138513189e-05,1.38261138513189e-05,2.30435230855314e-05,"92","46","40.0","40.0","36.0","35.0",0.908376601772572,0.789624155990641,9.21740923421257e-06,1.38261138513189e-05,1.38261138513189e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047378_accepted_hits.sorted.bam",FALSE,43396142,37511031,5885111,0.8644,0.8267,36512687,2093088,0.0542169662440399,0.603322250707466,12080462,733644,1063985,6145142,0,0,0,0,0,0,0,4.61075081400033e-05
"SRR4047379","SRR4047379","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","47","40.0","40.0","35.5","35.0",0.925334747234959,0.825188657456222,0.000208871831022689,0.000265106554759566,0.000413726896064172,"92","47","40.0","39.0","35.5","34.0",0.887187721549749,0.74732429159311,0.000140586809342194,0.000228955660928716,0.0002892071506468,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047379_accepted_hits.sorted.bam",FALSE,49791300,41605545,8185755,0.8356,0.7976,41487590,1366318,0.0318831598742406,0.542534781970779,12036126,825104,1186029,8137726,0,0,0,0,0,0,0,6.39740727207409e-06
"SRR4047380","SRR4047380","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","45","40.0","40.0","36.0","35.0",0.909728470524628,0.809368350191495,0,0,0,"92","45","40.0","39.0","36.0","34.0",0.880407332217865,0.753414963252656,0,0,6.6095316717191e-06,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047380_accepted_hits.sorted.bam",FALSE,30259330,25050904,5208426,0.8279,0.7871,24400282,1243303,0.0484839775717787,0.52917189455773,7057628,421226,577794,5280470,0,0,0,0,0,0,0,9.54995077666321e-05
"SRR4047381","SRR4047381","PASS","PASS","PASS","PASS","FAIL","WARN","PASS","PASS","FAIL","WARN/PASS","WARN","FAIL","92","44","40.0","40.0","36.0","35.0",0.913016027845094,0.815243169579762,0,0,7.66120085952545e-06,"92","44","40.0","40.0","36.5","35.0",0.889662159428977,0.772667041759061,2.29836025785763e-05,3.06448034381018e-05,3.06448034381018e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047381_accepted_hits.sorted.bam",FALSE,26105568,22220485,3885083,0.8512,0.8065,22134134,691506,0.0302951417791571,0.522999216477797,6206393,386717,578725,4695091,0,0,0,0,0,0,0,9.66745096548027e-06
"SRR4047382","SRR4047382","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN/PASS","PASS","FAIL","92","45","40.0","40.0","36.0","35.0",0.916929666764125,0.816440434518567,0,0,0,"92","45","40.0","39.0","36.0","34.0",0.876096960541338,0.741726554931579,0,0,0,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047382_accepted_hits.sorted.bam",FALSE,22088078,18960011,3128067,0.8584,0.8163,18365102,1066050,0.054862933499774,0.610092043464053,6177778,377734,481902,3088563,0,0,0,0,0,0,0,5.47122282477616e-05
"SRR4047383","SRR4047383","PASS","PASS","PASS/WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","45","40.0","40.0","36.0","35.0",0.915584200089212,0.818494846111584,0,0,6.20303950176194e-06,"92","45","40.0","39.0","36.0","34.0",0.878766431308874,0.749647868955084,6.20303950176194e-06,6.20303950176194e-06,6.20303950176194e-06,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047383_accepted_hits.sorted.bam",FALSE,32242258,27386497,4855761,0.8494,0.8083,27104465,922558,0.0329167318269943,0.561689313104225,8185791,493690,632626,5261414,0,0,0,0,0,0,0,1.22162903988142e-07
"SRR4047384","SRR4047384","PASS","PASS","PASS/WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","WARN","FAIL","92","45","40.0","40.0","35.5","35.0",0.909815143719851,0.813707992318363,0,0,0,"92","45","40.0","39.0","36.0","34.0",0.881321146872364,0.756616845314629,9.25141782603893e-06,9.25141782603893e-06,9.25141782603893e-06,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047384_accepted_hits.sorted.bam",FALSE,21618308,17180764,4437544,0.7947,0.7545,16780230,847486,0.0480769034400146,0.713284256551646,6529566,433955,420395,1770311,0,0,0,0,0,0,0,2.75669163922993e-06
"SRR4047385","SRR4047385","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","45","40.0","40.0","35.5","34.0",0.909459489434285,0.804733477093339,1.37345950207011e-05,4.12037850621034e-05,4.12037850621034e-05,"92","45","40.0","39.0","36.0","34.0",0.878983384505001,0.745245787101828,1.37345950207011e-05,4.12037850621034e-05,4.12037850621034e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047385_accepted_hits.sorted.bam",FALSE,29123538,24200945,4922593,0.831,0.7906,23498333,1267004,0.0511603779104641,0.565801438527187,7287432,441870,547848,4602690,0,0,0,0,0,0,0,0.000158903712583527
"SRR4047386","SRR4047386","PASS","PASS","PASS","PASS","FAIL","WARN","PASS","PASS","FAIL","WARN","PASS","FAIL","92","46","40.0","40.0","35.0","35.0",0.9006901285775,0.794242247052656,0,0,0,"92","46","40.0","39.0","35.0","34.0",0.8757426515056,0.744693399578842,0,0,0,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047386_accepted_hits.sorted.bam",FALSE,22160798,17271542,4889256,0.7794,0.7359,16838820,952691,0.0535475036381115,0.765892781175683,7138339,451842,536961,1193143,0,0,0,0,0,0,0,6.33200524659868e-05
"SRR4047387","SRR4047387","PASS","PASS","PASS","PASS","FAIL","WARN","PASS","PASS","FAIL","WARN","WARN","FAIL","92","47","40.0","40.0","35.0","35.0",0.911249029129944,0.808126762259004,6.40368670204727e-05,6.40368670204727e-05,7.11520744671919e-05,"92","47","40.0","39.0","35.0","34.0",0.880780287801603,0.741857783510421,3.5576037233596e-05,4.98064521270343e-05,6.40368670204727e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047387_accepted_hits.sorted.bam",FALSE,28108808,21269943,6838865,0.7567,0.7191,20172881,1805973,0.0821686608410065,0.568277020361243,6477488,447269,667477,3806235,0,0,0,0,0,0,0,2.62447417887922e-06
"SRR4047388","SRR4047388","PASS","PASS","PASS/WARN","PASS","FAIL","WARN","PASS","PASS","FAIL","WARN","PASS","FAIL","92","48","40.0","40.0","35.0","35.0",0.913232623567874,0.806530681516792,0,0,0,"92","48","40.0","39.0","35.0","34.0",0.887108659754878,0.752901830977332,0,0,0,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047388_accepted_hits.sorted.bam",FALSE,35871662,27383447,8488215,0.7634,0.7263,25938710,2313692,0.08189363863646,0.641056011878228,9388014,661155,843018,3752421,0,0,0,0,0,0,0,3.83467685497699e-06
"SRR4047389","SRR4047389","PASS","PASS","FAIL","PASS","FAIL","WARN","PASS","PASS","WARN","WARN","PASS","FAIL","100","43","40.0","40.0","36.0","34.0",0.858836012422035,0.68396716720029,5.90882347727509e-05,0.000160382351526038,0.000219470586298789,"100","43","40.0","39.0","36.0","34.0",0.834980657044288,0.667291454406252,5.90882347727509e-05,0.000168823527922145,0.00018570588071436,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047389_accepted_hits.sorted.bam",FALSE,23693380,20660283,3033097,0.872,0.8162,20539829,557519,0.0264260228347184,0.460326281196138,5081093,330262,416340,5210330,0,0,0,0,0,0,0,0.000137372018185851
"SRR4047390","SRR4047390","PASS","PASS","FAIL","PASS","FAIL","WARN/PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","100","46","40.0","40.0","35.0","34.0",0.847551817203123,0.650472969353863,1.93019172111818e-05,1.93019172111818e-05,2.89528758167727e-05,"100","47","40.0","39.0","35.0","34.0",0.814959757915354,0.621201418883934,3.86038344223636e-05,4.82547930279545e-05,5.79057516335454e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047390_accepted_hits.sorted.bam",FALSE,20723330,16697277,4026053,0.8057,0.7598,16137072,1143775,0.0661874386133967,0.764465232996799,6884793,483378,562957,1074897,0,0,0,0,0,0,0,5.37416302857617e-06
