"","SAMPLE_ID","FQCbasicStats","perBaseQual","perTileQual","perSeqQual","perBaseContent","GCcontent","Ncontent","SeqLengthDist","SeqDuplication","OverrepSeqs","AdapterContent","KmerContent","SeqLength_R1","percentGC_R1","phred13_R1","phred25_R1","phred37_R1","phred50_R1","phredGT30_R1","phredGT35_R1","Adapter24_R1","Adapter32_R1","Adapter38_R1","SeqLength_R2","percentGC_R2","phred13_R2","phred25_R2","phred37_R2","phred50_R2","phredGT30_R2","phredGT35_R2","Adapter24_R2","Adapter32_R2","Adapter38_R2","ERCCsumLogErr","bamFile","trimmed","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Ambiguity","gene_Unassigned_MultiMapping","gene_Unassigned_NoFeatures","gene_Unassigned_Unmapped","gene_Unassigned_MappingQuality","gene_Unassigned_FragmentLength","gene_Unassigned_Chimera","gene_Unassigned_Secondary","gene_Unassigned_Nonjunction","gene_Unassigned_Duplicate","rRNA_rate"
"SRR1950867","SRR1950867","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","50","48","39.0","40.0","40.0","38.0",0.95091955098216,0.804800670515454,0.00868782187936807,0.0120920296361817,0.0147888004685325,"50","49","39.0","40.0","39.0","38.0",0.915432298570013,0.774902098885569,0.00818782886508607,0.0114235992589323,0.013911153156229,-623.141208488785,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950867_accepted_hits.sorted.bam",FALSE,112801576,108648037,4153539,0.9632,0.9298,106702053,6995950,0.0615309839698768,0.755209095390483,44131080,2557971,5036563,6709964,0,0,0,0,0,0,0,5.82356017573103e-06
"SRR1950868","SRR1950868","PASS","FAIL/PASS","FAIL","PASS","FAIL","PASS","FAIL/PASS","PASS","WARN","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","38.0",0.935722252514589,0.741004894780468,0.0104228594140883,0.0137394916647403,0.0173404908742444,"50","49","39.0","40.0","38.0","38.0",0.881981199631042,0.720467574129272,0.0112921677338949,0.015105337109589,0.0182613683316666,-623.141208488785,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950868_accepted_hits.sorted.bam",FALSE,135740102,127735609,8004493,0.941,0.8955,125024203,9701745,0.072010961095631,0.729344169296604,51353201,2895274,7299899,8861733,0,0,0,0,0,0,0,7.12711170624008e-06
"SRR1950869","SRR1950869","PASS","PASS","WARN/FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","50","49","39.0","40.0","39.0","38.0",0.941860268785434,0.768176726817311,0.0134012162499506,0.0174472677438009,0.0211350154458384,"50","49","39.0","39.0","38.0","38.0",0.873749712007192,0.698593443289296,0.0130707259944885,0.0166799413585944,0.0199701190998532,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950869_accepted_hits.sorted.bam",FALSE,122242636,115217934,7024702,0.9425,0.9009,113491982,6968947,0.05785234314439,0.750680270537067,47110179,2641381,5476098,7528992,0,0,0,0,0,0,0,5.43406977927212e-06
"SRR1950870","SRR1950870","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","WARN/PASS","PASS","WARN","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","38.0",0.953984182899979,0.826102891725742,0.016278654444605,0.0212326411160523,0.0246455059919686,"50","49","39.0","40.0","40.0","39.0",0.923633131175008,0.799309093946411,0.0153987752187829,0.0201714534436971,0.0234367830150816,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950870_accepted_hits.sorted.bam",FALSE,112515442,108323081,4192361,0.9627,0.9314,107291313,5719683,0.0506117387019578,0.739624547889634,42882026,2442543,4647679,8005852,0,0,0,0,0,0,0,7.39237460468869e-06
"SRR1950871","SRR1950871","PASS","PASS","WARN/FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","38.0",0.94386234556851,0.779368162280024,0.0149934479435454,0.0202757138104566,0.0241819139940055,"50","49","39.0","39.0","39.0","37.0",0.87070981215129,0.700731975625689,0.0135795955594959,0.018167530801278,0.0215447171752048,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950871_accepted_hits.sorted.bam",FALSE,127028820,120332652,6696168,0.9473,0.9009,119554105,6975899,0.0551323700266381,0.753805297215396,49693828,2830610,6244366,7155153,0,0,0,0,0,0,0,7.38522296974184e-06
"SRR1950872","SRR1950872","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","50","48","39.0","40.0","40.0","38.0",0.942349233387236,0.766946715137372,0.0118628345996427,0.0157348299594548,0.0191295848468674,"50","48","39.0","39.0","38.0","38.0",0.879950582336818,0.70337943617353,0.011343277238065,0.0147991565209574,0.0178036556526148,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950872_accepted_hits.sorted.bam",FALSE,85072416,80999519,4072897,0.9521,0.9119,78184962,6933306,0.0814549703948393,0.736222822897032,32462002,1774070,4197004,5659556,0,0,0,0,0,0,0,7.11601213012062e-06
"SRR1950873","SRR1950873","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","38.0",0.94179606410785,0.763489460456041,0.0171309710613977,0.0220866658226874,0.0263814129783107,"50","49","39.0","39.0","38.0","38.0",0.879812214051893,0.700317105148912,0.0169516113478942,0.0213904111868037,0.0253405617275069,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950873_accepted_hits.sorted.bam",FALSE,141614856,134888959,6725897,0.9525,0.9155,134487570,7346199,0.0517944284481364,0.744782422881248,54734668,3016185,7042311,8697652,0,0,0,0,0,0,0,6.54064440474911e-06
"SRR1950874","SRR1950874","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","WARN/PASS","PASS","WARN","PASS","PASS","FAIL","50","47","39.0","40.0","40.0","38.0",0.956081044630935,0.831117480481716,0.0253447523258297,0.0328950072145034,0.0374809894972365,"50","47","39.0","40.0","40.0","39.0",0.921373799007119,0.799191843580164,0.0238825550762626,0.0311846795225855,0.0357152755458654,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950874_accepted_hits.sorted.bam",FALSE,90275098,87302273,2972825,0.9671,0.8675,84918280,6837157,0.0745150066693051,0.681529422974201,32288003,3586256,4672642,6828901,0,0,0,0,0,0,0,9.87983059838046e-06
"SRR1950875","SRR1950875","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","FAIL","50","49","39.0","40.0","39.0","38.0",0.940558692396508,0.783045195062662,0.00888656218545395,0.0118708554566885,0.0141364507101477,"50","49","39.0","40.0","39.0","38.0",0.898150173092094,0.741409630849554,0.00834368299606141,0.0112123059854651,0.0133884495543085,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950875_accepted_hits.sorted.bam",FALSE,129678944,125568193,4110751,0.9683,0.9419,124043387,7493364,0.0569678355519059,0.757398167204513,51003338,2719906,5750487,7866461,0,0,0,0,0,0,0,7.23482059154638e-06
"SRR1950876","SRR1950876","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","38.0",0.943281189221727,0.779377372080473,0.0152793480796207,0.0205534232300063,0.0248176605256875,"50","49","39.0","39.0","39.0","37.0",0.878522264303415,0.713543406727107,0.0142150792483506,0.0190164643390873,0.0227492834161935,-623.141208488785,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950876_accepted_hits.sorted.bam",FALSE,139626376,131981895,7644481,0.9453,0.9046,132544209,6849928,0.0491407181637776,0.733443230921906,53263785,3030727,7818507,8508532,0,0,0,0,0,0,0,6.55229439665243e-06
"SRR1950877","SRR1950877","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","38.0",0.943876041462992,0.775508634752356,0.0161806241939288,0.0203824588217536,0.0239629204474128,"50","49","39.0","39.0","38.0","38.0",0.880092814966052,0.710443278953641,0.0159082171184808,0.019629333377868,0.0228198789935723,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950877_accepted_hits.sorted.bam",FALSE,112331884,106589044,5742840,0.9489,0.9087,107009312,5116110,0.0456284570326968,0.745464130457177,43419111,2460175,5633860,6731254,0,0,0,0,0,0,0,6.84030587360483e-06
"SRR1950878","SRR1950878","PASS","PASS","PASS/FAIL","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","50","49","39.0","40.0","39.0","38.0",0.939135489804007,0.764023430942032,0.0111461999408427,0.0146836927822645,0.0172824077748851,"50","49","39.0","39.0","39.0","38.0",0.885769670203529,0.71002546915423,0.0104568097777636,0.0137766840654024,0.0162626186396391,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950878_accepted_hits.sorted.bam",FALSE,125908382,120172559,5735823,0.9544,0.9199,120950999,5011363,0.0397846064525211,0.735583690496616,47943314,2620785,5854921,8758219,0,0,0,0,0,0,0,7.48800969411501e-06
