"","SAMPLE_ID","bamFile","trimmed","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Ambiguity","gene_Unassigned_MultiMapping","gene_Unassigned_NoFeatures","gene_Unassigned_Unmapped","gene_Unassigned_MappingQuality","gene_Unassigned_FragmentLength","gene_Unassigned_Chimera","gene_Unassigned_Secondary","gene_Unassigned_Nonjunction","gene_Unassigned_Duplicate","rRNA_rate"
"SRR4251720","SRR4251720","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251720_accepted_hits.sorted.bam",FALSE,3243466,2769135,474331,0.8538,0.8081,2783014,102432,0.0354995380263571,0.38101908643811,575548,32769,116275,785957,0,0,0,0,0,0,0,9.55611000298846e-05
"SRR4251721","SRR4251721","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251721_accepted_hits.sorted.bam",FALSE,793248,225600,567648,0.2844,0.2631,197845,41822,0.17450045271147,0.582569943055212,75296,3870,15110,34972,0,0,0,0,0,0,0,0
"SRR4251722","SRR4251722","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251722_accepted_hits.sorted.bam",FALSE,2094432,1574983,519449,0.752,0.7249,1602510,30275,0.0185419390795481,0.384844422476747,324679,14013,54617,450354,0,0,0,0,0,0,0,0
"SRR4251723","SRR4251723","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251723_accepted_hits.sorted.bam",FALSE,2625050,1944238,680812,0.7406,0.7134,1733715,280325,0.139185418363091,0.672781119493629,695141,28817,67210,242067,0,0,0,0,0,0,0,0
"SRR4251724","SRR4251724","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251724_accepted_hits.sorted.bam",FALSE,7116872,5992579,1124293,0.842,0.814,5888061,270726,0.0439576819266521,0.428867544179253,1347757,56106,153408,1585324,0,0,0,0,0,0,0,4.37764374438419e-05
"SRR4251725","SRR4251725","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251725_accepted_hits.sorted.bam",FALSE,4520756,3124068,1396688,0.691,0.6666,2846507,366429,0.114048023365545,0.62998432695121,1037845,40351,82470,486748,0,0,0,0,0,0,0,4.81767508635683e-05
"SRR4251726","SRR4251726","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251726_accepted_hits.sorted.bam",FALSE,2165394,411917,1753477,0.1902,0.1778,29100,395182,0.931413540993962,0.884214220790324,196506,2550,14870,8312,0,0,0,0,0,0,0,0
"SRR4251727","SRR4251727","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251727_accepted_hits.sorted.bam",FALSE,11924298,10280850,1643448,0.8622,0.8266,10103753,553661,0.0519507828071613,0.351952110415546,1927559,72912,353762,3122532,0,0,0,0,0,0,0,6.89991849795519e-05
"SRR4251728","SRR4251728","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251728_accepted_hits.sorted.bam",FALSE,6936582,5937390,999192,0.856,0.8232,5872565,270336,0.0440078718507754,0.359856578911167,1137923,50676,195769,1777789,0,0,0,0,0,0,0,1.66970875885275e-05
"SRR4251729","SRR4251729","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251729_accepted_hits.sorted.bam",FALSE,5952460,5143493,808967,0.8641,0.8346,5007848,368997,0.0686270480179362,0.400719894575197,1103811,46431,210405,1393923,0,0,0,0,0,0,0,0
"SRR4251730","SRR4251730","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251730_accepted_hits.sorted.bam",FALSE,2358076,2073390,284686,0.8793,0.8412,2008787,142090,0.0660614251768,0.368611300697449,412082,17161,77357,611331,0,0,0,0,0,0,0,3.88272237079028e-05
"SRR4251731","SRR4251731","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251731_accepted_hits.sorted.bam",FALSE,2387642,1910304,477338,0.8001,0.7672,2000772,8431,0.00419619122607322,0.742381008035895,781284,45021,102932,123166,0,0,0,0,0,0,0,3.83983289047261e-06
"SRR4251732","SRR4251732","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251732_accepted_hits.sorted.bam",FALSE,2474316,1606041,868275,0.6491,0.6202,1593219,90348,0.0536646299196884,0.471702156031634,413871,22632,78019,362877,0,0,0,0,0,0,0,0
"SRR4251733","SRR4251733","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251733_accepted_hits.sorted.bam",FALSE,1459476,502582,956894,0.3444,0.3228,421655,115402,0.214878495206282,0.38586892248186,110935,4463,40200,131896,0,0,0,0,0,0,0,0
"SRR4251734","SRR4251734","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251734_accepted_hits.sorted.bam",FALSE,5854678,2233476,3621202,0.3815,0.3659,2278733,78920,0.0334739675431457,0.310894098047958,375852,17290,104220,711577,0,0,0,0,0,0,0,0
"SRR4251735","SRR4251735","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251735_accepted_hits.sorted.bam",FALSE,9168294,7114895,2053399,0.776,0.7411,6535246,885534,0.119331660553203,0.578443298223777,2208360,105428,305345,1198631,0,0,0,0,0,0,0,0
"SRR4251736","SRR4251736","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251736_accepted_hits.sorted.bam",FALSE,5297248,3806532,1490716,0.7186,0.6839,3383212,605145,0.151727891961527,0.524303969534363,1096188,45424,210008,739129,0,0,0,0,0,0,0,4.4700361616803e-05
"SRR4251737","SRR4251737","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251737_accepted_hits.sorted.bam",FALSE,4770406,3712334,1058072,0.7782,0.7461,3475142,363575,0.0947126344557309,0.428571356846742,853604,31068,137298,969773,0,0,0,0,0,0,0,1.52295443788923e-05
"SRR4251738","SRR4251738","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251738_accepted_hits.sorted.bam",FALSE,6805458,5775053,1030405,0.8486,0.8149,5734813,249355,0.0416691175782498,0.339370099518842,1041686,42527,196081,1789175,0,0,0,0,0,0,0,7.96785211666471e-05
"SRR4251739","SRR4251739","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251739_accepted_hits.sorted.bam",FALSE,5401022,4627251,773771,0.8567,0.8222,4484623,307827,0.0642316560423166,0.377297008914603,932090,39605,159488,1339258,0,0,0,0,0,0,0,5.79343196472444e-05
"SRR4251740","SRR4251740","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251740_accepted_hits.sorted.bam",FALSE,5954658,5248889,705769,0.8815,0.8485,5211955,229635,0.0421999819905579,0.349649788037149,975232,47021,171495,1595420,0,0,0,0,0,0,0,4.10158813492584e-05
"SRR4251741","SRR4251741","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251741_accepted_hits.sorted.bam",FALSE,2449286,1859085,590201,0.759,0.7339,1892429,29691,0.0154470064303998,0.764787870169504,758317,35889,63868,133465,0,0,0,0,0,0,0,0
"SRR4251742","SRR4251742","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251742_accepted_hits.sorted.bam",FALSE,3298738,2831836,466902,0.8585,0.8221,2806673,133639,0.0454506188458912,0.371710896127333,565389,28587,102907,824162,0,0,0,0,0,0,0,7.95912194966651e-05
"SRR4251743","SRR4251743","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251743_accepted_hits.sorted.bam",FALSE,487494,140161,347333,0.2875,0.2668,115781,32552,0.219452178544221,0.602486225134681,49096,2203,10650,19540,0,0,0,0,0,0,0,0
"SRR4251744","SRR4251744","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251744_accepted_hits.sorted.bam",FALSE,1883908,1417199,466709,0.7523,0.7228,1338394,133678,0.0908094169306936,0.693569019195724,528639,22465,57375,153722,0,0,0,0,0,0,0,0
"SRR4251745","SRR4251745","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251745_accepted_hits.sorted.bam",FALSE,4129948,2749718,1380230,0.6658,0.6396,2706567,176419,0.0611931518224507,0.343947871197323,513433,20144,134237,824950,0,0,0,0,0,0,0,1.55813903664159e-05
"SRR4251746","SRR4251746","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251746_accepted_hits.sorted.bam",FALSE,3878458,2213635,1664823,0.5708,0.548,1985390,304422,0.132946285546586,0.613061151349738,725301,30341,79721,347718,0,0,0,0,0,0,0,0
"SRR4251747","SRR4251747","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251747_accepted_hits.sorted.bam",FALSE,4980606,4080848,899758,0.8193,0.7917,4083471,162023,0.0381635211355852,0.343168496187251,748666,30936,153812,1248214,0,0,0,0,0,0,0,0.000154942257294975
"SRR4251748","SRR4251748","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251748_accepted_hits.sorted.bam",FALSE,5158220,4026711,1131509,0.7806,0.7506,3851429,285550,0.0690237973168343,0.419675434820186,895895,38064,111289,1089485,0,0,0,0,0,0,0,3.79508759397028e-05
"SRR4251749","SRR4251749","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251749_accepted_hits.sorted.bam",FALSE,6989472,5281819,1707653,0.7557,0.7228,5066076,415484,0.0757966710206583,0.426714270794522,1209397,52087,201148,1371576,0,0,0,0,0,0,0,1.65371668691092e-06
"SRR4251750","SRR4251750","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251750_accepted_hits.sorted.bam",FALSE,4411608,3536938,874670,0.8017,0.772,3520840,147891,0.0403112138774961,0.358220330909206,676800,29437,124747,1058356,0,0,0,0,0,0,0,1.32978723404255e-05
"SRR4251751","SRR4251751","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251751_accepted_hits.sorted.bam",FALSE,6963534,6041602,921932,0.8676,0.8378,5947646,300791,0.0481385985007131,0.403658266383931,1289869,55752,190086,1659741,0,0,0,0,0,0,0,1.00785428597788e-05
"SRR4251752","SRR4251752","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251752_accepted_hits.sorted.bam",FALSE,2346222,1917333,428889,0.8172,0.7833,1939395,62544,0.0312417111610294,0.352215708810418,366211,14956,80802,577766,0,0,0,0,0,0,0,6.55359888151912e-05
"SRR4251753","SRR4251753","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251753_accepted_hits.sorted.bam",FALSE,1771178,1388716,382462,0.7841,0.7436,1360586,82760,0.0573389887109536,0.370533245521532,280746,11734,58299,406902,0,0,0,0,0,0,0,3.56193854943615e-06
"SRR4251754","SRR4251754","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251754_accepted_hits.sorted.bam",FALSE,2248088,1735292,512796,0.7719,0.7328,1656079,179749,0.0979116780003355,0.53636160353802,518106,27957,103916,315985,0,0,0,0,0,0,0,0
"SRR4251755","SRR4251755","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251755_accepted_hits.sorted.bam",FALSE,2890936,2284024,606912,0.7901,0.7602,2191807,192951,0.0809100965380974,0.439466855678712,539417,25609,93887,568522,0,0,0,0,0,0,0,1.66846799414924e-05
"SRR4251756","SRR4251756","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251756_accepted_hits.sorted.bam",FALSE,3173670,1824859,1348811,0.575,0.5541,1719606,166143,0.0881045144396205,0.575377738410357,558640,26751,59180,326339,0,0,0,0,0,0,0,0
"SRR4251757","SRR4251757","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251757_accepted_hits.sorted.bam",FALSE,5457886,3873225,1584661,0.7097,0.685,3707077,355350,0.0874723410414513,0.673306122604823,1410746,54776,197550,432180,0,0,0,0,0,0,0,3.04803274296011e-05
"SRR4251758","SRR4251758","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251758_accepted_hits.sorted.bam",FALSE,5080652,3911655,1168997,0.7699,0.745,3953016,115632,0.0284202516413315,0.412667045177724,860561,31580,143551,1049672,0,0,0,0,0,0,0,0.000119689365425577
"SRR4251759","SRR4251759","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251759_accepted_hits.sorted.bam",FALSE,2763892,1787567,976325,0.6468,0.626,1743713,102090,0.0553092610641547,0.458784062572879,434758,19954,56578,436341,0,0,0,0,0,0,0,4.83027339347407e-05
"SRR4251760","SRR4251760","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251760_accepted_hits.sorted.bam",FALSE,7544496,6373710,1170786,0.8448,0.8112,6401839,257215,0.0386263574375579,0.31714792948847,1085611,46992,269404,2021036,0,0,0,0,0,0,0,2.11862260054476e-05
"SRR4251761","SRR4251761","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251761_accepted_hits.sorted.bam",FALSE,3826620,3069304,757316,0.8021,0.7764,2820492,402368,0.1248481162694,0.572275127937252,949302,32469,150076,526974,0,0,0,0,0,0,0,0
"SRR4251762","SRR4251762","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251762_accepted_hits.sorted.bam",FALSE,6603712,5753043,850669,0.8712,0.8409,5917973,64341,0.0107552027526472,0.286715016654962,877362,36471,204600,1941616,0,0,0,0,0,0,0,3.53331920005653e-05
"SRR4251763","SRR4251763","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251763_accepted_hits.sorted.bam",FALSE,3042980,2665730,377250,0.876,0.8454,2647361,109771,0.0398134728406184,0.328168513612027,465467,18961,84384,849566,0,0,0,0,0,0,0,3.86708402529073e-05
"SRR4251764","SRR4251764","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251764_accepted_hits.sorted.bam",FALSE,3063876,2722324,341552,0.8885,0.8518,2692339,129456,0.0458771810142126,0.354526302226828,517295,22292,95234,824295,0,0,0,0,0,0,0,7.34590514116703e-05
"SRR4251765","SRR4251765","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251765_accepted_hits.sorted.bam",FALSE,630006,81145,548861,0.1288,0.1159,80340,6081,0.07036484187871,0.402523385714581,19493,880,6726,21328,0,0,0,0,0,0,0,0.000872107936182219
"SRR4251766","SRR4251766","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251766_accepted_hits.sorted.bam",FALSE,429162,141567,287595,0.3299,0.3065,141053,9657,0.0640767036029461,0.577977025065801,46993,2366,10148,21799,0,0,0,0,0,0,0,2.12797650713936e-05
"SRR4251767","SRR4251767","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251767_accepted_hits.sorted.bam",FALSE,1114516,631310,483206,0.5664,0.5408,572330,96544,0.144338096562282,0.635564401956799,226709,10576,46158,73262,0,0,0,0,0,0,0,0
"SRR4251768","SRR4251768","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251768_accepted_hits.sorted.bam",FALSE,4255880,3212874,1043006,0.7549,0.7283,3096894,262784,0.0782170196072362,0.496325724906934,856888,33272,132052,704251,0,0,0,0,0,0,0,8.63590107458618e-05
"SRR4251769","SRR4251769","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251769_accepted_hits.sorted.bam",FALSE,2124536,1338184,786352,0.6299,0.6077,1373552,31985,0.0227564269030271,0.39005310731066,285412,13273,71322,361719,0,0,0,0,0,0,0,3.15333622973106e-05
"SRR4251770","SRR4251770","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251770_accepted_hits.sorted.bam",FALSE,3511836,2134840,1376996,0.6079,0.5853,2119898,127437,0.0567058315738419,0.391156004837894,453421,21586,106357,577818,0,0,0,0,0,0,0,0
"SRR4251771","SRR4251771","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251771_accepted_hits.sorted.bam",FALSE,6336694,5462809,873885,0.8621,0.8318,5256653,384376,0.0681393412443013,0.501058014673307,1446560,58943,170982,1210526,0,0,0,0,0,0,0,3.80212365888729e-05
"SRR4251772","SRR4251772","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251772_accepted_hits.sorted.bam",FALSE,1796126,1172711,623415,0.6529,0.6293,1077734,140625,0.11542164501596,0.600822161451,377669,12920,44069,193929,0,0,0,0,0,0,0,0.000217121341703979
"SRR4251773","SRR4251773","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251773_accepted_hits.sorted.bam",FALSE,2265440,1337961,927479,0.5906,0.5686,1356118,46694,0.0332859998346179,0.513112287098229,370973,17918,58074,276021,0,0,0,0,0,0,0,0
"SRR4251774","SRR4251774","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251774_accepted_hits.sorted.bam",FALSE,1767142,1399878,367264,0.7922,0.7512,1392765,70827,0.04839258481872,0.403365102506637,312086,15950,70181,375489,0,0,0,0,0,0,0,9.93315944963888e-05
"SRR4251775","SRR4251775","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251775_accepted_hits.sorted.bam",FALSE,2231884,1926804,305080,0.8633,0.82,1901098,99917,0.0499331589218472,0.393559156241236,411191,19384,73565,540661,0,0,0,0,0,0,0,0.000107006233113079
"SRR4251776","SRR4251776","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251776_accepted_hits.sorted.bam",FALSE,908626,484346,424280,0.5331,0.5029,459462,50972,0.0998601190359576,0.547085682595434,147973,8322,28168,86012,0,0,0,0,0,0,0,3.37899481662195e-05
"SRR4251777","SRR4251777","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251777_accepted_hits.sorted.bam",FALSE,1151282,790314,360968,0.6865,0.6435,768251,60523,0.0730271461218619,0.458089303601563,203049,12230,44045,183928,0,0,0,0,0,0,0,6.89488744096253e-05
"SRR4251778","SRR4251778","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251778_accepted_hits.sorted.bam",FALSE,1193588,721986,471602,0.6049,0.5743,697065,57148,0.0757716984459297,0.603194939545353,240112,13016,35899,109040,0,0,0,0,0,0,0,0
"SRR4251779","SRR4251779","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251779_accepted_hits.sorted.bam",FALSE,1341108,649943,691165,0.4846,0.4596,642623,41893,0.0612009069181728,0.576814490806726,211256,12424,43079,99487,0,0,0,0,0,0,0,0
"SRR4251780","SRR4251780","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251780_accepted_hits.sorted.bam",FALSE,1726092,1187609,538483,0.688,0.6539,1191174,59060,0.0472391568298415,0.304037906818005,199105,10311,64172,381281,0,0,0,0,0,0,0,0.000246101303332413
"SRR4251781","SRR4251781","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251781_accepted_hits.sorted.bam",FALSE,3664742,2715315,949427,0.7409,0.7109,2669428,184790,0.0647427771810002,0.476084418828024,704335,42221,134646,598231,0,0,0,0,0,0,0,0
"SRR4251782","SRR4251782","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251782_accepted_hits.sorted.bam",FALSE,2889250,1795257,1093993,0.6214,0.5903,1643160,236732,0.12592851078679,0.542799636002479,535049,24958,91933,333781,0,0,0,0,0,0,0,0
"SRR4251783","SRR4251783","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251783_accepted_hits.sorted.bam",FALSE,2157524,1486422,671102,0.6889,0.6515,1402974,174239,0.110472713577684,0.518714590546647,434161,27161,98433,277239,0,0,0,0,0,0,0,4.60658603605575e-06
"SRR4251784","SRR4251784","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251784_accepted_hits.sorted.bam",FALSE,1842178,1149743,692435,0.6241,0.5922,1070865,137042,0.113454098701307,0.553919333997743,352378,18348,62832,202596,0,0,0,0,0,0,0,0
"SRR4251785","SRR4251785","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251785_accepted_hits.sorted.bam",FALSE,1041446,705578,335868,0.6775,0.6384,652200,89791,0.121013597199966,0.506441821077122,200043,11258,40701,142995,0,0,0,0,0,0,0,0
"SRR4251786","SRR4251786","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251786_accepted_hits.sorted.bam",FALSE,1945402,1160080,785322,0.5963,0.5611,1055434,172063,0.140173866005375,0.58747328755576,386793,21246,81990,168372,0,0,0,0,0,0,0,0
"SRR4251787","SRR4251787","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251787_accepted_hits.sorted.bam",FALSE,1230188,983496,246692,0.7995,0.7528,928817,104531,0.101157596472824,0.548384740674735,300324,17280,53831,176217,0,0,0,0,0,0,0,2.99676349542494e-05
"SRR4251788","SRR4251788","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251788_accepted_hits.sorted.bam",FALSE,1663608,1348547,315061,0.8106,0.7716,1402523,12385,0.00875321929058285,0.492167144126168,364561,18805,66602,290758,0,0,0,0,0,0,0,6.03465538003242e-05
"SRR4251789","SRR4251789","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251789_accepted_hits.sorted.bam",FALSE,1999432,1697583,301849,0.849,0.8045,1699381,78286,0.0440386191564562,0.437155317800479,406961,21998,79889,422082,0,0,0,0,0,0,0,9.09178029344335e-05
"SRR4251790","SRR4251790","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251790_accepted_hits.sorted.bam",FALSE,1909532,1568382,341150,0.8213,0.7783,1531524,111741,0.0679993792845341,0.458093528100418,394949,20793,75914,370502,0,0,0,0,0,0,0,7.59591744756918e-05
"SRR4251791","SRR4251791","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251791_accepted_hits.sorted.bam",FALSE,2871350,2498838,372512,0.8703,0.8253,2326067,274394,0.10551744479152,0.51666959302552,703286,36112,103633,518160,0,0,0,0,0,0,0,3.55474159872371e-05
"SRR4251792","SRR4251792","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251792_accepted_hits.sorted.bam",FALSE,2171722,1852632,319090,0.8531,0.8063,1853896,88695,0.0456580927225546,0.512509360513201,524253,28613,91562,378486,0,0,0,0,0,0,0,6.10392310582867e-05
"SRR4251793","SRR4251793","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4251793_accepted_hits.sorted.bam",FALSE,2117292,1769333,347959,0.8357,0.7933,1602536,242202,0.131293441128225,0.597005146533828,578615,33248,81785,275548,0,0,0,0,0,0,0,6.2217536704026e-05
