"","SAMPLE_ID","bamFile","trimmed","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Ambiguity","gene_Unassigned_MultiMapping","gene_Unassigned_NoFeatures","gene_Unassigned_Unmapped","gene_Unassigned_MappingQuality","gene_Unassigned_FragmentLength","gene_Unassigned_Chimera","gene_Unassigned_Secondary","gene_Unassigned_Nonjunction","gene_Unassigned_Duplicate","rRNA_rate"
"SRR4247038","SRR4247038","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247038_accepted_hits.sorted.bam",FALSE,3132788,926967,2205821,0.2959,3e-04,1088920,38653,0.0342798204639522,0.354201201680811,385893,30823,312003,360755,0,0,0,0,0,0,0,0.000116612636145253
"SRR4247039","SRR4247039","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247039_accepted_hits.sorted.bam",FALSE,861262,242768,618494,0.2819,0,295284,4444,0.014826776277158,0.337996082226679,101629,8704,87809,102539,0,0,0,0,0,0,0,0
"SRR4247040","SRR4247040","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247040_accepted_hits.sorted.bam",FALSE,1646998,432673,1214325,0.2627,1e-04,510500,19060,0.0359921444217841,0.363533514348081,191191,16982,149558,168193,0,0,0,0,0,0,0,0
"SRR4247041","SRR4247041","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247041_accepted_hits.sorted.bam",FALSE,2364474,661202,1703272,0.2796,1e-04,792212,36210,0.0437096069394584,0.343587420281485,276056,20218,256752,250426,0,0,0,0,0,0,0,3.26020807372417e-05
"SRR4247042","SRR4247042","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247042_accepted_hits.sorted.bam",FALSE,1221276,341569,879707,0.2797,1e-04,409421,12671,0.030019521810411,0.360015998033977,149425,14257,125414,125955,0,0,0,0,0,0,0,0
"SRR4247043","SRR4247043","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247043_accepted_hits.sorted.bam",FALSE,414538,109562,304976,0.2643,0,130896,5627,0.0412164983189646,0.407409575518985,55677,5639,41699,33646,0,0,0,0,0,0,0,0.000233489591752429
"SRR4247044","SRR4247044","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247044_accepted_hits.sorted.bam",FALSE,2373532,650928,1722604,0.2742,1e-04,808003,9652,0.0118044896686255,0.301296859373386,239205,18837,256701,279175,0,0,0,0,0,0,0,0
"SRR4247045","SRR4247045","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247045_accepted_hits.sorted.bam",FALSE,2000974,577541,1423433,0.2886,1e-04,702827,17826,0.024735899246933,0.319378737456263,223995,18286,221366,237699,0,0,0,0,0,0,0,0
"SRR4247046","SRR4247046","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247046_accepted_hits.sorted.bam",FALSE,1890960,502093,1388867,0.2655,1e-04,600595,14311,0.0232734759459169,0.368630197946368,223659,19518,171853,191700,0,0,0,0,0,0,0,4.47109215368038e-06
"SRR4247047","SRR4247047","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247047_accepted_hits.sorted.bam",FALSE,3617678,1095636,2522042,0.3029,2e-04,1303783,42872,0.0318359193705886,0.384089542631465,497646,41085,389072,367848,0,0,0,0,0,0,0,5.62648951262544e-05
"SRR4247048","SRR4247048","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247048_accepted_hits.sorted.bam",FALSE,1944768,566924,1377844,0.2915,1e-04,675963,29996,0.0424897196579405,0.324968030690537,225663,18746,214372,235635,0,0,0,0,0,0,0,0
"SRR4247049","SRR4247049","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247049_accepted_hits.sorted.bam",FALSE,3430874,1037930,2392944,0.3025,2e-04,1201532,46278,0.0370873770846523,0.407087051499054,493280,44707,328466,345278,0,0,0,0,0,0,0,0
"SRR4247050","SRR4247050","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247050_accepted_hits.sorted.bam",FALSE,2517826,730419,1787407,0.2901,0,877025,13067,0.0146805049365684,0.35722470684452,311431,30467,245068,284841,0,0,0,0,0,0,0,6.42196826905478e-06
"SRR4247051","SRR4247051","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247051_accepted_hits.sorted.bam",FALSE,2849084,834146,2014938,0.2928,2e-04,989423,19632,0.0194558274821491,0.158414549338349,159001,11907,274634,558160,0,0,0,0,0,0,0,0
"SRR4247052","SRR4247052","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247052_accepted_hits.sorted.bam",FALSE,1435940,415227,1020713,0.2892,0,496251,17448,0.0339654155449008,0.353568829689626,178804,16001,150834,160073,0,0,0,0,0,0,0,0
"SRR4247053","SRR4247053","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247053_accepted_hits.sorted.bam",FALSE,1438004,412176,1025828,0.2866,1e-04,496992,16633,0.0323835483085909,0.367897571271393,184242,16320,154645,145590,0,0,0,0,0,0,0,0.0001356911019203
"SRR4247054","SRR4247054","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247054_accepted_hits.sorted.bam",FALSE,10258852,2929885,7328967,0.2856,0.001,3603357,39054,0.0107220190143287,0.113590172758062,407939,31464,1135978,2015942,0,0,0,0,0,0,0,0.000274550851965613
"SRR4247055","SRR4247055","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247055_accepted_hits.sorted.bam",FALSE,2482608,639172,1843436,0.2575,2e-04,767670,35473,0.0441677260462956,0.330948250474852,257349,21037,253178,246047,0,0,0,0,0,0,0,0
"SRR4247056","SRR4247056","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247056_accepted_hits.sorted.bam",FALSE,1483188,413099,1070089,0.2785,0,491100,18372,0.0360608630111174,0.383264077723237,195352,16652,147421,150281,0,0,0,0,0,0,0,1.02379294811417e-05
"SRR4247057","SRR4247057","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247057_accepted_hits.sorted.bam",FALSE,2858160,751226,2106934,0.2628,3e-04,895115,29762,0.0321794141275002,0.337597044583135,301567,25436,271833,294439,0,0,0,0,0,0,0,0
"SRR4247058","SRR4247058","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247058_accepted_hits.sorted.bam",FALSE,4282536,1167236,3115300,0.2726,2e-04,1396630,31138,0.021808865305848,0.350794138728795,481573,42257,406696,442282,0,0,0,0,0,0,0,8.51376634487399e-05
"SRR4247059","SRR4247059","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247059_accepted_hits.sorted.bam",FALSE,1892594,443038,1449556,0.2341,0,529575,17012,0.0311240479557692,0.404832500704863,219686,19412,161305,142256,0,0,0,0,0,0,0,0
"SRR4247060","SRR4247060","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247060_accepted_hits.sorted.bam",FALSE,2197304,502794,1694510,0.2288,1e-04,597961,30231,0.0481238220161989,0.425262867855087,259290,23196,194935,132296,0,0,0,0,0,0,0,0
"SRR4247061","SRR4247061","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247061_accepted_hits.sorted.bam",FALSE,1210740,302588,908152,0.2499,1e-04,363733,15285,0.0403278999941955,0.394285944443699,146838,14969,116784,93824,0,0,0,0,0,0,0,0
"SRR4247062","SRR4247062","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247062_accepted_hits.sorted.bam",FALSE,664268,145091,519177,0.2184,0,172014,4816,0.027235197647458,0.361355315494486,63957,4735,49099,59201,0,0,0,0,0,0,0,0
"SRR4247063","SRR4247063","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247063_accepted_hits.sorted.bam",FALSE,4325486,1116874,3208612,0.2582,2e-04,1343513,32313,0.0234862548025695,0.288049392503618,385135,32821,400539,518550,0,0,0,0,0,0,0,1.81754449738403e-05
"SRR4247064","SRR4247064","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247064_accepted_hits.sorted.bam",FALSE,3850154,1106787,2743367,0.2875,1e-04,1289981,50363,0.0375746823203595,0.415644701780791,541265,52399,364982,343584,0,0,0,0,0,0,0,0
"SRR4247065","SRR4247065","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247065_accepted_hits.sorted.bam",FALSE,3029350,807761,2221589,0.2666,1e-04,929684,52653,0.0535997320675084,0.444058122661515,431172,39707,272527,227575,0,0,0,0,0,0,0,0
"SRR4247066","SRR4247066","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247066_accepted_hits.sorted.bam",FALSE,2953686,794981,2158705,0.2691,3e-04,936595,41103,0.0420405892208023,0.332145830571391,313172,29501,284638,315564,0,0,0,0,0,0,0,0
"SRR4247067","SRR4247067","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247067_accepted_hits.sorted.bam",FALSE,2802936,757284,2045652,0.2702,2e-04,916759,19635,0.0209687375186086,0.363211656152382,327310,31845,277630,264370,0,0,0,0,0,0,0,0
"SRR4247068","SRR4247068","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247068_accepted_hits.sorted.bam",FALSE,2881746,826725,2055021,0.2869,0,964316,26672,0.0269145539602901,0.377976432344575,367429,30634,252862,321170,0,0,0,0,0,0,0,0
"SRR4247069","SRR4247069","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247069_accepted_hits.sorted.bam",FALSE,2390522,622432,1768090,0.2604,2e-04,727114,28564,0.0377991684288811,0.391252335022407,287153,24911,205831,216038,0,0,0,0,0,0,0,1.74123202613241e-05
"SRR4247070","SRR4247070","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247070_accepted_hits.sorted.bam",FALSE,3652856,955853,2697003,0.2617,1e-04,1098867,56390,0.0488116497021875,0.398072116170167,458017,40182,310631,341758,0,0,0,0,0,0,0,2.18332507308681e-06
"SRR4247071","SRR4247071","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247071_accepted_hits.sorted.bam",FALSE,1849996,444258,1405738,0.2401,1e-04,530909,26871,0.0481749076696906,0.356400965962456,194663,18274,173714,159540,0,0,0,0,0,0,0,0
"SRR4247072","SRR4247072","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247072_accepted_hits.sorted.bam",FALSE,1484260,376068,1108192,0.2534,0,446670,21208,0.0453280556042387,0.433335996424261,200687,16854,146657,98923,0,0,0,0,0,0,0,0
"SRR4247073","SRR4247073","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247073_accepted_hits.sorted.bam",FALSE,1344040,347609,996431,0.2586,0,411036,15992,0.0374495349251103,0.420716507939528,176881,17148,123845,102554,0,0,0,0,0,0,0,1.13070369344361e-05
"SRR4247074","SRR4247074","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247074_accepted_hits.sorted.bam",FALSE,3980142,826431,3153711,0.2076,1e-04,987256,25516,0.0251942194294471,0.351697914054854,347863,26709,284774,329750,0,0,0,0,0,0,0,2.8746949230013e-06
"SRR4247075","SRR4247075","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247075_accepted_hits.sorted.bam",FALSE,1629984,392461,1237523,0.2408,1e-04,480118,18110,0.0363488202188556,0.362121156188859,176571,15484,163338,132209,0,0,0,0,0,0,0,0.000260518431679041
"SRR4247076","SRR4247076","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247076_accepted_hits.sorted.bam",FALSE,802728,219395,583333,0.2733,0,271837,2089,0.00762614720764002,0.377882081986509,103695,9310,83710,77696,0,0,0,0,0,0,0,0
"SRR4247077","SRR4247077","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247077_accepted_hits.sorted.bam",FALSE,1437292,316676,1120616,0.2203,1e-04,377480,9959,0.0257046915772547,0.292786332823949,112083,11249,109542,149941,0,0,0,0,0,0,0,0
"SRR4247078","SRR4247078","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247078_accepted_hits.sorted.bam",FALSE,4591602,1221333,3370269,0.266,1e-04,1449649,28072,0.0189968201033889,0.412335712447246,605562,60582,392825,409645,0,0,0,0,0,0,0,0
"SRR4247079","SRR4247079","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247079_accepted_hits.sorted.bam",FALSE,2156322,543902,1612420,0.2522,2e-04,668629,23747,0.0342978381688562,0.364377970134023,245668,20616,231399,176529,0,0,0,0,0,0,0,0
"SRR4247080","SRR4247080","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247080_accepted_hits.sorted.bam",FALSE,2805592,720862,2084730,0.2569,1e-04,885993,34279,0.0372487699288906,0.389764824606893,347991,25942,303869,215021,0,0,0,0,0,0,0,0
"SRR4247081","SRR4247081","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247081_accepted_hits.sorted.bam",FALSE,2454228,639276,1814952,0.2605,2e-04,785657,36388,0.044265216624394,0.397176139343584,316547,27311,286832,166304,0,0,0,0,0,0,0,0
"SRR4247082","SRR4247082","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247082_accepted_hits.sorted.bam",FALSE,3034082,557342,2476740,0.1837,2e-04,684348,29424,0.0412232477597888,0.354917702980806,246101,21104,242469,183729,0,0,0,0,0,0,0,0
"SRR4247083","SRR4247083","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247083_accepted_hits.sorted.bam",FALSE,1945946,522826,1423120,0.2687,1e-04,639122,22002,0.0332796873203817,0.430924082073099,277940,29507,214013,123526,0,0,0,0,0,0,0,3.59789882708498e-06
"SRR4247084","SRR4247084","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247084_accepted_hits.sorted.bam",FALSE,988904,216744,772160,0.2192,0,256778,12928,0.0479336759286037,0.418838474146923,112433,11744,81703,62560,0,0,0,0,0,0,0,0
"SRR4247085","SRR4247085","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247085_accepted_hits.sorted.bam",FALSE,2415510,610306,1805204,0.2527,0,746416,17021,0.0222952254082524,0.357571891424487,269616,24126,231175,229102,0,0,0,0,0,0,0,0
"SRR4247086","SRR4247086","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247086_accepted_hits.sorted.bam",FALSE,5205622,1564693,3640929,0.3006,2e-04,1886164,63471,0.0325553244581678,0.380664062916612,713838,63825,591552,506029,0,0,0,0,0,0,0,0
"SRR4247087","SRR4247087","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247087_accepted_hits.sorted.bam",FALSE,926446,204244,722202,0.2205,0,250459,6399,0.0249125976220324,0.358617442299386,92155,7725,80655,76438,0,0,0,0,0,0,0,0
"SRR4247088","SRR4247088","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247088_accepted_hits.sorted.bam",FALSE,1648980,455394,1193586,0.2762,0,543339,11813,0.021278856961697,0.436192742931656,241181,20322,152109,139311,0,0,0,0,0,0,0,0
"SRR4247089","SRR4247089","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247089_accepted_hits.sorted.bam",FALSE,888520,221962,666558,0.2498,1e-04,261541,10999,0.0403573787333969,0.396199013630768,107488,7851,76908,79051,0,0,0,0,0,0,0,5.58201845787437e-05
"SRR4247090","SRR4247090","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247090_accepted_hits.sorted.bam",FALSE,2017778,512487,1505291,0.254,1e-04,627846,21885,0.0336831704197583,0.396645210535379,255666,18871,206655,163379,0,0,0,0,0,0,0,3.91135309348916e-06
"SRR4247091","SRR4247091","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247091_accepted_hits.sorted.bam",FALSE,1148056,239356,908700,0.2085,1e-04,297968,15744,0.0501861580047942,0.397232949963926,121680,10446,114016,60177,0,0,0,0,0,0,0,0
"SRR4247092","SRR4247092","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247092_accepted_hits.sorted.bam",FALSE,2725020,713734,2011286,0.2619,1e-04,867330,17155,0.0193954674188935,0.393354813320314,346841,27940,264196,242774,0,0,0,0,0,0,0,0
"SRR4247093","SRR4247093","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247093_accepted_hits.sorted.bam",FALSE,1755660,405680,1349980,0.2311,0,501917,21772,0.0415742931396306,0.422149694299292,219498,17261,180129,103065,0,0,0,0,0,0,0,0
"SRR4247094","SRR4247094","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247094_accepted_hits.sorted.bam",FALSE,1935472,485158,1450314,0.2507,3e-04,590746,26018,0.0421846930106167,0.41678960850847,248610,21337,200964,125577,0,0,0,0,0,0,0,0
"SRR4247095","SRR4247095","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247095_accepted_hits.sorted.bam",FALSE,1571234,418192,1153042,0.2662,2e-04,513509,23944,0.0445508723553501,0.410114434775986,215388,17707,182410,109685,0,0,0,0,0,0,0,9.28556836963991e-06
"SRR4247096","SRR4247096","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247096_accepted_hits.sorted.bam",FALSE,1596480,380906,1215574,0.2386,0,458260,16767,0.0352969410159844,0.414887775559632,194940,14671,144143,116108,0,0,0,0,0,0,0,0
"SRR4247097","SRR4247097","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247097_accepted_hits.sorted.bam",FALSE,2466892,692837,1774055,0.2809,2e-04,871879,21060,0.0235850377237415,0.320253935831297,275942,20913,302831,261949,0,0,0,0,0,0,0,0.000108718498814968
"SRR4247098","SRR4247098","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247098_accepted_hits.sorted.bam",FALSE,656844,151418,505426,0.2305,0,185949,9957,0.0508253958531132,0.39850725695703,78060,7368,68306,42147,0,0,0,0,0,0,0,0
"SRR4247099","SRR4247099","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247099_accepted_hits.sorted.bam",FALSE,2898088,711344,2186744,0.2455,1e-04,832567,40660,0.046562921210636,0.435867965733138,372029,32034,250508,198965,0,0,0,0,0,0,0,0
"SRR4247100","SRR4247100","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247100_accepted_hits.sorted.bam",FALSE,5291560,1395761,3895799,0.2638,1e-04,1609643,57152,0.0342885597808969,0.466496999690839,774072,75139,429216,380902,0,0,0,0,0,0,0,2.58373898035325e-06
"SRR4247101","SRR4247101","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247101_accepted_hits.sorted.bam",FALSE,2116484,543534,1572950,0.2568,2e-04,650475,16144,0.0242177315678071,0.360289771420723,233453,19049,190288,205169,0,0,0,0,0,0,0,0
"SRR4247102","SRR4247102","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247102_accepted_hits.sorted.bam",FALSE,3157192,815642,2341550,0.2583,0,964981,30302,0.0304456119515756,0.375092049452653,371325,34656,275117,308859,0,0,0,0,0,0,0,8.07917592405575e-06
"SRR4247103","SRR4247103","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247103_accepted_hits.sorted.bam",FALSE,2896176,709367,2186809,0.2449,1e-04,875072,26874,0.0297955753448654,0.307273791531287,268773,20787,297389,287753,0,0,0,0,0,0,0,0
"SRR4247104","SRR4247104","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247104_accepted_hits.sorted.bam",FALSE,2975032,791948,2183084,0.2662,3e-04,983396,23468,0.0233080137933226,0.328776572396062,319823,24692,329787,298465,0,0,0,0,0,0,0,0
"SRR4247105","SRR4247105","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247105_accepted_hits.sorted.bam",FALSE,3356732,584035,2772697,0.174,1e-04,712495,12675,0.0174786601762345,0.398146041856233,280040,25167,218015,180138,0,0,0,0,0,0,0,0
"SRR4247106","SRR4247106","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247106_accepted_hits.sorted.bam",FALSE,1533394,394390,1139004,0.2572,1e-04,474502,22712,0.0456785207174376,0.394751647065369,191556,14591,157187,121923,0,0,0,0,0,0,0,1.56612165633026e-05
"SRR4247107","SRR4247107","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247107_accepted_hits.sorted.bam",FALSE,1722998,468108,1254890,0.2717,0,547069,25085,0.043843091195727,0.421676775912116,239983,21912,160712,146509,0,0,0,0,0,0,0,4.16696182646271e-06
"SRR4247108","SRR4247108","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247108_accepted_hits.sorted.bam",FALSE,4228156,771567,3456589,0.1825,0,910720,28670,0.0305198054056356,0.430034210495164,399608,35102,257920,236617,0,0,0,0,0,0,0,0
"SRR4247109","SRR4247109","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247109_accepted_hits.sorted.bam",FALSE,2181012,573261,1607751,0.2628,2e-04,706639,26748,0.0364718763763197,0.396738814735264,280025,22152,245019,158621,0,0,0,0,0,0,0,0
"SRR4247110","SRR4247110","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247110_accepted_hits.sorted.bam",FALSE,1981448,520246,1461202,0.2626,0,605409,32834,0.0514443558331231,0.467988153268652,298963,28024,179775,132064,0,0,0,0,0,0,0,0
"SRR4247111","SRR4247111","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247111_accepted_hits.sorted.bam",FALSE,1796850,440755,1356095,0.2453,1e-04,536536,16904,0.03054350968488,0.388016129122462,208140,21974,175468,130839,0,0,0,0,0,0,0,0
"SRR4247112","SRR4247112","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247112_accepted_hits.sorted.bam",FALSE,907034,215709,691325,0.2378,0,259457,10983,0.0406115959177636,0.373157273952243,102188,8783,89443,73433,0,0,0,0,0,0,0,0
"SRR4247113","SRR4247113","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247113_accepted_hits.sorted.bam",FALSE,710014,176357,533657,0.2484,0,209192,12535,0.0565334848710351,0.422706692022095,93359,7717,69616,50168,0,0,0,0,0,0,0,0
"SRR4247114","SRR4247114","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247114_accepted_hits.sorted.bam",FALSE,1207952,276902,931050,0.2292,0,326840,20366,0.0586568204466513,0.413525473138948,142419,14599,109774,77610,0,0,0,0,0,0,0,2.80861401919688e-05
"SRR4247115","SRR4247115","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247115_accepted_hits.sorted.bam",FALSE,523646,133501,390145,0.2549,0,161515,2400,0.0146417350456029,0.418427612772675,68651,5713,47338,42367,0,0,0,0,0,0,0,0
"SRR4247116","SRR4247116","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247116_accepted_hits.sorted.bam",FALSE,4221878,903241,3318637,0.2139,0,1102883,15965,0.0142691411165771,0.406872887052227,449752,36749,326971,291915,0,0,0,0,0,0,0,2.22344758889343e-06
"SRR4247117","SRR4247117","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247117_accepted_hits.sorted.bam",FALSE,7770818,2393962,5376856,0.3081,0,2750161,137632,0.0476599257633771,0.441216871125753,1272304,117493,780993,712835,0,0,0,0,0,0,0,7.85975678768596e-07
"SRR4247118","SRR4247118","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247118_accepted_hits.sorted.bam",FALSE,4211130,1283071,2928059,0.3047,1e-04,1515851,37146,0.023918912914835,0.402715215787171,616706,55802,418893,439969,0,0,0,0,0,0,0,0
"SRR4247119","SRR4247119","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247119_accepted_hits.sorted.bam",FALSE,4033282,868211,3165071,0.2153,0,1028072,63322,0.0580193770535664,0.536469351955587,578925,60158,347303,92753,0,0,0,0,0,0,0,0
"SRR4247120","SRR4247120","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247120_accepted_hits.sorted.bam",FALSE,6464208,2025620,4438588,0.3134,0,2366308,106774,0.0431744681332847,0.374401617029175,915774,78190,686871,765132,0,0,0,0,0,0,0,1.09197247355789e-06
"SRR4247121","SRR4247121","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247121_accepted_hits.sorted.bam",FALSE,6129986,1945703,4184283,0.3174,0,2227486,129586,0.0549775314457938,0.525048479281486,1234662,124783,636294,355781,0,0,0,0,0,0,0,0
"SRR4247122","SRR4247122","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247122_accepted_hits.sorted.bam",FALSE,2598416,640691,1957725,0.2466,1e-04,737434,59601,0.0747783974354953,0.56808384483057,446473,32434,247441,59580,0,0,0,0,0,0,0,0.000244135703614776
